coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,reason
U10CA031946,8250593,Acute leukemia and residential proximity to potential sources of environmental pollutants.,D L Shore;D P Sandler;F R Davey;O R McIntyre;C D Bloomfield,1993-01-01,16.0,0.673,Published before 2000
P50CA092629,8284886,Heterogeneity of prostate cancer in radical prostatectomy specimens.,M Aihara;T M Wheeler;M Ohori;P T Scardino,1994-01-01,159.0,4.009,Published before 2000
U54CA118638,8324489,Interactive effect of race and marital status in low birthweight.,J F Sung;G A McGrady;D L Rowley;C J Hogue;E Alema-Mensah;M L Lypson,1993-01-01,10.0,0.482,Published before 2000
U10CA031946,8381188,Interleukin-2 activity in patients with extensive small-cell lung cancer: a phase II trial of Cancer and Leukemia Group B.,G Clamon;J Herndon;M C Perry;H Ozer;H Kreisman;T Maher;J Ellerton;M R Green,1993-02-17,29.0,0.604,Published before 2000
P50CA092629,8402613,"Dietary fenretinide, a synthetic retinoid, decreases the tumor incidence and the tumor mass of ras+myc-induced carcinomas in the mouse prostate reconstitution model system.",K Slawin;D Kadmon;S H Park;P T Scardino;M Anzano;M B Sporn;T C Thompson,1993-10-01,76.0,2.13,Published before 2000
P50CA062924,8542572,Expression of the human mismatch repair gene hMSH2 in normal and neoplastic tissues.,F S Leach;K Polyak;M Burrell;K A Johnson;D Hill;M G Dunlop;A H Wyllie;P Peltomaki;A de la Chapelle;S R Hamilton;K W Kinzler;B Vogelstein,1996-01-15,153.0,3.369,Published before 2000
P50CA098252,8548765,Treatment of established tumors with a novel vaccine that enhances major histocompatibility class II presentation of tumor antigen.,K Y Lin;F G Guarnieri;K F Staveley-O'Carroll;H I Levitsky;J T August;D M Pardoll;T C Wu,1996-01-01,920.0,18.343,Published before 2000
P50CA062924,8548765,Treatment of established tumors with a novel vaccine that enhances major histocompatibility class II presentation of tumor antigen.,K Y Lin;F G Guarnieri;K F Staveley-O'Carroll;H I Levitsky;J T August;D M Pardoll;T C Wu,1996-01-01,920.0,18.343,Published before 2000
P50CA062924,8553070,"DPC4, a candidate tumor suppressor gene at human chromosome 18q21.1.",S A Hahn;M Schutte;A T Hoque;C A Moskaluk;L T da Costa;E Rozenblum;C L Weinstein;A Fischer;C J Yeo;R H Hruban;S E Kern,1996-01-19,2097.0,43.468,Published before 2000
U01CA062461,8558210,Design and results of phase I cancer clinical trials: three-year experience at M.D. Anderson Cancer Center.,T L Smith;J J Lee;H M Kantarjian;S S Legha;M N Raber,1996-01-01,65.0,1.814,Published before 2000
P50CA092629,8560651,Computer modeling in urology.,M W Kattan;M E Cowen;B J Miles,1996-01-01,11.0,0.467,Published before 2000
P50CA062924,8564959,Homozygous deletion map at 18q21.1 in pancreatic cancer.,S A Hahn;A T Hoque;C A Moskaluk;L T da Costa;M Schutte;E Rozenblum;A B Seymour;C L Weinstein;C J Yeo;R H Hruban;S E Kern,1996-02-01,251.0,5.069,Published before 2000
P50CA062924,8574961,Analysis of mismatch repair genes in hereditary non-polyposis colorectal cancer patients.,B Liu;R Parsons;N Papadopoulos;N C Nicolaides;H T Lynch;P Watson;J R Jass;M Dunlop;A Wyllie;P Peltomäki;A de la Chapelle;S R Hamilton;B Vogelstein;K W Kinzler,1996-02-01,811.0,17.078,Published before 2000
P50CA092629,8580376,Little expression of cytokine mRNA by fresh tumour-infiltrating mononuclear leukocytes from glioma and lung adenocarcinoma.,M C Gingras;E Roussel;J A Roth;R P Moser,1995-08-01,12.0,0.285,Published before 2000
P50CA062924,8586419,Genomic organization of the human PMS2 gene family.,N C Nicolaides;K C Carter;B K Shell;N Papadopoulos;B Vogelstein;K W Kinzler,1995-11-20,100.0,1.987,Published before 2000
P50CA092629,8606867,High grade prostatic intraepithelial neoplasia in prostates removed following irradiation failure in the treatment of prostatic adenocarcinoma.,A Arakawa;S Song;P T Scardino;T M Wheeler,1995-09-01,23.0,0.865,Published before 2000
P50CA062924,8617452,Immunohistochemical evaluation of HER-2/neu expression in pancreatic adenocarcinoma and pancreatic intraepithelial neoplasms.,J D Day;J A Digiuseppe;C Yeo;M Lai-Goldman;S M Anderson;S N Goodman;S E Kern;R H Hruban,1996-02-01,166.0,3.653,Published before 2000
U10CA031946,8627642,Psychological symptoms and disease-free and overall survival in women with stage II breast cancer. Cancer and Leukemia Group B.,S Tross;J Herndon;A Korzun;A B Kornblith;D F Cella;J F Holland;P Raich;A Johnson;D T Kiang;M Perloff;L Norton;W Wood;J C Holland,1996-05-15,64.0,2.056,Published before 2000
P50CA092629,8627846,Pitfalls in interpreting prostate specific antigen velocity.,D Kadmon;A D Weinberg;R H Williams;V N Pavlik;P Cooper;P J Migliore,1996-05-01,27.0,0.883,Published before 2000
P50CA092629,8628300,Molecular mechanisms of COUP-TF-mediated transcriptional repression: evidence for transrepression and active repression.,X Leng;A J Cooney;S Y Tsai;M J Tsai,1996-05-01,87.0,1.595,Published before 2000
P50CA062924,8630994,Suppression of carcinogenesis in the intestines of min mice by the soybean-derived Bowman-Birk inhibitor.,A R Kennedy;Y Beazer-Barclay;K W Kinzler;P M Newberne,1996-02-15,71.0,1.86,Published before 2000
P50CA062924,8633039,Converting cancer genes into killer genes.,L T Da Costa;J Jen;T C He;T A Chan;K W Kinzler;B Vogelstein,1996-04-30,41.0,0.675,Published before 2000
U01CA070095,8637048,Phase I and pharmacologic studies of topotecan in patients with impaired hepatic function.,S O'Reilly;E Rowinsky;W Slichenmyer;R C Donehower;A Forastiere;D Ettinger;T L Chen;S Sartorius;K Bowling;J Smith;A Brubaker;B Lubejko;V Ignacio;L B Grochow,1996-06-19,58.0,1.87,Published before 2000
P50CA062924,8653691,DPC4 gene in various tumor types.,M Schutte;R H Hruban;L Hedrick;K R Cho;G M Nadasdy;C L Weinstein;G S Bova;W B Isaacs;P Cairns;H Nawroz;D Sidransky;R A Casero;P S Meltzer;S A Hahn;S E Kern,1996-06-01,630.0,12.603,Published before 2000
P50CA092629,8666233,Mammalian p50Cdc37 is a protein kinase-targeting subunit of Hsp90 that binds and stabilizes Cdk4.,L Stepanova;X Leng;S B Parker;J W Harper,1996-06-15,441.0,7.976,Published before 2000
P50CA062924,8666379,Analysis of the 5' region of PMS2 reveals heterogeneous transcripts and a novel overlapping gene.,N C Nicolaides;K W Kinzler;B Vogelstein,1995-09-20,39.0,0.74,Published before 2000
P50CA058223,8672997,Community Clinical Oncology Program participation in the Breast Cancer Prevention Trial: factors affecting accrual.,C Klabunde;A Kaluzny;L Ford,1995-01-01,11.0,0.305,Published before 2000
U01CA069852,8683231,Limited-sampling models for irinotecan pharmacokinetics-pharmacodynamics: prediction of biliary index and intestinal toxicity.,R Mick;E Gupta;E E Vokes;M J Ratain,1996-07-01,57.0,1.707,Published before 2000
U01CA062505,8683640,Severe neurotoxicity from vinorelbine-paclitaxel combinations.,D Parimoo;S Jeffers;F M Muggia,1996-08-07,24.0,0.708,Published before 2000
P50CA058223,8686738,High frequency of aberrant p16(INK4A) expression in human breast cancer.,J Geradts;P A Wilson,1996-07-01,133.0,2.618,Published before 2000
P50CA062924,8688317,Clinical and pathological associations with p53 tumour-suppressor gene mutations and expression of p21WAF1/Cip1 in colorectal carcinoma.,R J Slebos;I O Baas;M Clement;M Polak;J W Mulder;F M van den Berg;S R Hamilton;G J Offerhaus,1996-07-01,59.0,1.324,Published before 2000
P50CA092629,8702703,Activation of the human androgen receptor through a protein kinase A signaling pathway.,L V Nazareth;N L Weigel,1996-08-16,344.0,7.702,Published before 2000
P50CA062924,8707091,Sulindac induced regression of colorectal adenomas in familial adenomatous polyposis: evaluation of predictive factors.,F M Giardiello;J A Offerhaus;A C Tersmette;L M Hylind;A J Krush;J D Brensinger;S V Booker;S R Hamilton,1996-04-01,75.0,1.902,Published before 2000
P50CA092629,8709307,Distinguishing clinically important from unimportant prostate cancers before treatment: value of systematic biopsies.,Y Goto;M Ohori;A Arakawa;M W Kattan;T M Wheeler;P T Scardino,1996-09-01,156.0,5.195,Published before 2000
U10CA031946,8727040,Representativeness of microorgans from human colorectal tumors.,S D Finkelstein;R Sayegh;P A Swalsky;A Bakker;R Guzman;B Rotman,1996-04-01,0.0,0.0,Published before 2000
U10CA031946,8750467,"Model for quality-of-life research from the Cancer and Leukemia Group B: the telephone interview, conceptual approach to measurement, and theoretical framework.",A B Kornblith;J C Holland,1996-01-01,15.0,0.53,Published before 2000
P50CA062924,8761438,Sulindac suppresses tumorigenesis in the Min mouse.,Y Beazer-Barclay;D B Levy;A R Moser;W F Dove;S R Hamilton;B Vogelstein;K W Kinzler,1996-08-01,167.0,3.666,Published before 2000
P50CA062924,8790399,The immunodominant major histocompatibility complex class I-restricted antigen of a murine colon tumor derives from an endogenous retroviral gene product.,A Y Huang;P H Gulden;A S Woods;M C Thomas;C D Tong;W Wang;V H Engelhard;G Pasternack;R Cotter;D Hunt;D M Pardoll;E M Jaffee,1996-09-03,348.0,5.881,Published before 2000
P50CA092629,8797572,Metastatic prostate cancer in a transgenic mouse.,J R Gingrich;R J Barrios;R A Morton;B F Boyce;F J DeMayo;M J Finegold;R Angelopoulou;J M Rosen;N M Greenberg,1996-09-15,476.0,10.076,Published before 2000
P50CA062924,8799152,APC mutations in colorectal tumors with mismatch repair deficiency.,J Huang;N Papadopoulos;A J McKinley;S M Farrington;L J Curtis;A H Wyllie;S Zheng;J K Willson;S D Markowitz;P Morin;K W Kinzler;B Vogelstein;M G Dunlop,1996-08-20,280.0,5.384,Published before 2000
P50CA092629,8800746,Prostate cancer gene therapy: herpes simplex virus thymidine kinase gene transduction followed by ganciclovir in mouse and human prostate cancer models.,J A Eastham;S H Chen;I Sehgal;G Yang;T L Timme;S J Hall;S L Woo;T C Thompson,1996-03-01,148.0,3.196,Published before 2000
U01CA062502,8811444,Determination of O6-benzylguanine in human plasma by reversed-phase high-performance liquid chromatography.,T L Stefan;S T Ingalls;S L Gerson;J K Willson;C L Hoppel,1996-06-07,6.0,0.184,Published before 2000
P50CA062924,8811492,Enhanced immune priming with spatial distribution of paracrine cytokine vaccines.,E M Jaffee;M C Thomas;A Y Huang;K M Hauda;H I Levitsky;D M Pardoll,1996-05-01,60.0,1.334,Published before 2000
P50CA092629,8826950,Perineural invasion of prostate carcinoma cells is associated with reduced apoptotic index.,G Yang;T M Wheeler;M W Kattan;P T Scardino;T C Thompson,1996-09-15,45.0,1.246,Published before 2000
P50CA062924,8838326,Molecular cloning of the N-terminus of GTBP.,N C Nicolaides;F Palombo;K W Kinzler;B Vogelstein;J Jiricny,1996-02-01,29.0,0.536,Published before 2000
P50CA058223,8840997,Internal sequence variations in the Ha-ras variable number tandem repeat rare and common alleles identified by minisatellite variant repeat polymerase chain reaction.,K Conway;S N Edmiston;B S Hulka;P A Garrett;E T Liu,1996-10-15,15.0,0.283,Published before 2000
P50CA058223,8841025,Familial tumor syndrome associated with a germline nonfunctional p16INK4a allele.,W G Yarbrough;O Aprelikova;H Pei;A F Olshan;E T Liu,1996-10-16,66.0,1.547,Published before 2000
U01CA062505,8841028,Failure of pretreatment with intravenous folic acid to alter the cumulative hematologic toxicity of lometrexol.,F M Muggia;T W Synold;E M Newman;S Jeffers;L P Leichman;J H Doroshow;K Johnson;S Groshen,1996-10-16,7.0,0.239,Published before 2000
P50CA062924,8861899,Lessons from hereditary colorectal cancer.,K W Kinzler;B Vogelstein,1996-10-18,4031.0,85.321,Published before 2000
P50CA062924,8863664,Relationship between CD44 expression and cell proliferation in epithelium and stroma of colorectal neoplasms.,K Furuta;M Zahurak;X L Yang;C Rosada;S N Goodman;J T August;S R Hamilton,1996-10-01,27.0,0.578,Published before 2000
P50CA092629,8864193,A transgenic mouse prostate cancer model.,J R Gingrich;N M Greenberg,1996-01-01,95.0,2.251,Published before 2000
P50CA062924,8879277,The effect of donor age on the processing of UV-damaged DNA by cultured human cells: reduced DNA repair capacity and increased DNA mutability.,S Moriwaki;S Ray;R E Tarone;K H Kraemer;L Grossman,1996-10-18,140.0,3.236,Published before 2000
U01CA062505,8891922,Simple and sensitive method for the quantitative analysis of lometrexol in plasma using high-performance liquid chromatography with electrochemical detection.,T W Synold;B Xi;E M Newman;F M Muggia;J H Doroshow,1996-08-30,3.0,0.146,Published before 2000
U10CA031946,8922293,Risk of adult acute leukemia in relation to prior immune-related conditions.,G S Cooper;F Kamel;D P Sandler;F R Davey;C D Bloomfield,1996-11-01,27.0,0.775,Published before 2000
P50CA092629,8948413,Why neoadjuvant androgen deprivation prior to radical prostatectomy is unnecessary.,F Abbas;P T Scardino,1996-11-01,38.0,1.481,Published before 2000
U01CA070095,8955651,Phase I and pharmacologic study of topotecan in patients with impaired renal function.,S O'Reilly;E K Rowinsky;W Slichenmyer;R C Donehower;A A Forastiere;D S Ettinger;T L Chen;S Sartorius;L B Grochow,1996-12-01,92.0,2.912,Published before 2000
P50CA092629,8964849,Abnormal level of retinoic acid in prostate cancer tissues.,D Pasquali;C Thaller;G Eichele,1996-06-01,77.0,1.763,Published before 2000
P50CA062924,8968085,Germline BRCA2 gene mutations in patients with apparently sporadic pancreatic carcinomas.,M Goggins;M Schutte;J Lu;C A Moskaluk;C L Weinstein;G M Petersen;C J Yeo;C E Jackson;H T Lynch;R H Hruban;S E Kern,1996-12-01,509.0,10.168,Published before 2000
U10CA031946,8988740,Recruiting cancer patients to participate in motivating their relatives to quit smoking. A cancer control study of the Cancer and Leukemia Group B (CALGB 9072).,A Schilling;M R Conaway;P J Wingate;J N Atkins;I M Berkowitz;G H Clamon;S M DiFino;V Vinciguerra,1997-01-01,27.0,0.986,Published before 2000
U01CA070095,8993506,Factors affecting topotecan sensitivity in human leukemia samples.,S H Kaufmann;S D Gore;L Letendre;P A Svingen;T Kottke;C A Buckwalter;R J Jones;L B Grochow;P J Burke;R C Donehower;E K Rowinsky,1996-12-13,10.0,0.239,Published before 2000
U01CA062505,8996529,Pharmacokinetics and toxicity of 120-hour continuous-infusion hydroxyurea in patients with advanced solid tumors.,E M Newman;M Carroll;S A Akman;W Chow;P Coluzzi;V Hamasaki;L A Leong;K A Margolin;R J Morgan;J W Raschko;S Shibata;G Somlo;M Tetef;Y Yen;C W Ahn;J H Doroshow,1997-01-01,17.0,0.548,Published before 2000
P50CA092629,8998182,Prostate-specific antigen (PSA) and PSA density: racial differences in men without prostate cancer.,R J Henderson;J A Eastham;D J Culkin;M W Kattan;T Whatley;J Mata;D Venable;O Sartor,1997-01-15,76.0,1.801,Published before 2000
P50CA062924,9000553,Ornithine decarboxylase and polyamines in familial adenomatous polyposis.,F M Giardiello;S R Hamilton;L M Hylind;V W Yang;P Tamez;R A Casero,1997-01-15,84.0,1.898,Published before 2000
U54CA196519,9001241,Nf1-deficient mouse Schwann cells are angiogenic and invasive and can be induced to hyperproliferate: reversion of some phenotypes by an inhibitor of farnesyl protein transferase.,H A Kim;B Ling;N Ratner,1997-02-01,118.0,2.046,Published before 2000
P50CA062924,9006336,Elevated expression of fatty acid synthase and fatty acid synthetic activity in colorectal neoplasia.,A Rashid;E S Pizer;M Moga;L Z Milgraum;M Zahurak;G R Pasternack;F P Kuhajda;S R Hamilton,1997-01-01,236.0,4.674,Published before 2000
P50CA092629,9009158,Adenovirus-mediated herpes simplex virus thymidine kinase gene and ganciclovir therapy leads to systemic activity against spontaneous and induced metastasis in an orthotopic mouse model of prostate cancer.,S J Hall;S E Mutchnik;S H Chen;S L Woo;T C Thompson,1997-01-17,119.0,2.51,Published before 2000
P50CA092629,9028364,Evaluation of a nomogram used to predict the pathologic stage of clinically localized prostate carcinoma.,M W Kattan;A M Stapleton;T M Wheeler;P T Scardino,1997-02-01,184.0,5.43,Published before 2000
P50CA062924,9033253,The structural basis of molecular genetic deletions. An integration of classical cytogenetic and molecular analyses in pancreatic adenocarcinoma.,D J Brat;S A Hahn;C A Griffin;C J Yeo;S E Kern;R H Hruban,1997-02-01,27.0,0.567,Published before 2000
U54CA118638,9037342,Effect of a cancer screening intervention conducted by lay health workers among inner-city women.,J F Sung;D S Blumenthal;R J Coates;J E Williams;E Alema-Mensah;J M Liff,1997-01-01,89.0,3.214,Published before 2000
P50CA062924,9038672,Hepatoblastoma and APC gene mutation in familial adenomatous polyposis.,F M Giardiello;G M Petersen;J D Brensinger;M C Luce;M C Cayouette;J Bacon;S V Booker;S R Hamilton,1996-12-01,110.0,2.457,Published before 2000
P50CA062924,9060832,Genetic alterations and epithelial dysplasia in juvenile polyposis syndrome and sporadic juvenile polyps.,T T Wu;B Rezai;A Rashid;M C Luce;M C Cayouette;C Kim;N Sani;L Mishra;C A Moskaluk;J H Yardley;S R Hamilton,1997-03-01,44.0,0.878,Published before 2000
P50CA062924,9062090,The use and interpretation of commercial APC gene testing for familial adenomatous polyposis.,F M Giardiello;J D Brensinger;G M Petersen;M C Luce;L M Hylind;J A Bacon;S V Booker;R D Parker;S R Hamilton,1997-03-20,343.0,8.152,Published before 2000
P50CA092629,9075707,"1,25-dihydroxyvitamin D3 and 9-cis-retinoic acid act synergistically to inhibit the growth of LNCaP prostate cells and cause accumulation of cells in G1.",S E Blutt;E A Allegretto;J W Pike;N L Weigel,1997-04-01,197.0,4.688,Published before 2000
P50CA062924,9092316,Phenotypic expression of disease in families that have mutations in the 5' region of the adenomatous polyposis coli gene.,F M Giardiello;J D Brensinger;M C Luce;G M Petersen;M C Cayouette;A J Krush;J A Bacon;S V Booker;J A Bufill;S R Hamilton,1997-04-01,68.0,1.61,Published before 2000
P50CA062924,9098646,Genomic sequencing of DPC4 in the analysis of familial pancreatic carcinoma.,C A Moskaluk;R H Hruban;M Schutte;A S Lietman;T Smyrk;L Fusaro;R Fusaro;J Lynch;C J Yeo;C E Jackson;H T Lynch;S E Kern,1997-04-01,45.0,0.909,Published before 2000
P50CA092629,9101138,Chick ovalbumin upstream promoter-transcription factors (COUP-TFs): coming of age.,S Y Tsai;M J Tsai,1997-04-01,305.0,5.503,Published before 2000
P50CA092629,9112522,Risk factors for complications and morbidity after radical retropubic prostatectomy.,O Dillioglugil;B D Leibman;N S Leibman;M W Kattan;A L Rosas;P T Scardino,1997-05-01,151.0,5.34,Published before 2000
P50CA092629,9116750,Transforming growth factor-beta localization during mouse prostate morphogenesis and in prostatic growth abnormalities.,T L Timme;G Yang;L D Truong;D Kadmon;S H Park;T C Thompson,1995-01-01,14.0,0.386,Published before 2000
P50CA062924,9122232,DNA methylation and genetic instability in colorectal cancer cells.,C Lengauer;K W Kinzler;B Vogelstein,1997-03-18,323.0,5.739,Published before 2000
P50CA062924,9135016,Tumor-suppressive pathways in pancreatic carcinoma.,E Rozenblum;M Schutte;M Goggins;S A Hahn;S Panzer;M Zahurak;S N Goodman;T A Sohn;R H Hruban;C J Yeo;S E Kern,1997-05-01,579.0,11.378,Published before 2000
P50CA062924,9137081,Microdissection and polymerase chain reaction amplification of genomic DNA from histological tissue sections.,C A Moskaluk;S E Kern,1997-05-01,140.0,3.197,Published before 2000
P50CA092629,9145716,"Combination of prostate-specific antigen, clinical stage, and Gleason score to predict pathological stage of localized prostate cancer. A multi-institutional update.",A W Partin;M W Kattan;E N Subong;P C Walsh;K J Wojno;J E Oesterling;P T Scardino;J D Pearson,1997-05-14,1341.0,38.059,Published before 2000
P50CA092629,9146618,Has there been a recent shift in the pathological features and prognosis of patients treated with radical prostatectomy?,S Soh;M W Kattan;S Berkman;T M Wheeler;P T Scardino,1997-06-01,91.0,2.517,Published before 2000
P50CA058223,9150151,A high proportion of novel mutations in BRCA1 with strong founder effects among Dutch and Belgian hereditary breast and ovarian cancer families.,T Peelen;M van Vliet;A Petrij-Bosch;R Mieremet;C Szabo;A M van den Ouweland;F Hogervorst;R Brohet;M J Ligtenberg;E Teugels;R van der Luijt;A H van der Hout;J J Gille;G Pals;I Jedema;R Olmer;I van Leeuwen;B Newman;M Plandsoen;M van der Est;G Brink;S Hageman;P J Arts;M M Bakker;P Devilee,1997-05-01,130.0,2.72,Published before 2000
P50CA070907,9151874,Diminishing adenovirus gene expression and viral replication by promoter replacement.,B Fang;P Koch;J A Roth,1997-06-01,12.0,0.225,Published before 2000
P50CA062924,9155588,DPC4 gene mutation in colitis associated neoplasia.,A T Hoque;S A Hahn;M Schutte;S E Kern,1997-01-01,42.0,0.766,Published before 2000
P50CA062924,9157888,Gene expression profiles in normal and cancer cells.,L Zhang;W Zhou;V E Velculescu;S E Kern;R H Hruban;S R Hamilton;B Vogelstein;K W Kinzler,1997-05-23,1179.0,22.734,Published before 2000
U01CA062461,9157987,Potentiation of murine MCa-4 carcinoma radioresponse by 9-amino-20(S)-camptothecin.,A V Kirichenko;T A Rich;R A Newman;E L Travis,1997-05-15,39.0,1.049,Published before 2000
P50CA092629,9159699,A decision analysis for treatment of clinically localized prostate cancer.,M W Kattan;M E Cowen;B J Miles,1997-05-01,79.0,2.516,Published before 2000
P50CA058223,9164127,Should we test women for inherited susceptibility to breast cancer? what do NC primary care physicians think.,M S O'Malley;C N Klabunde;E D McKinley;B Newman,1997-01-01,8.0,0.205,Published before 2000
U01CA070095,9164209,"Phase I and pharmacologic study of penclomedine, a novel alkylating agent, in patients with solid tumors.",S O'Reilly;L B Grochow;R C Donehower;T L Chen;K Bowling;N R Hartman;R F Struck;E K Rowinsky,1997-05-01,9.0,0.213,Published before 2000
P50CA062924,9176082,APC gene mutations and extraintestinal phenotype of familial adenomatous polyposis.,F M Giardiello;G M Petersen;S Piantadosi;S B Gruber;E I Traboulsi;G J Offerhaus;K Muro;A J Krush;S V Booker;M C Luce;S J Laken;K W Kinzler;B Vogelstein;S R Hamilton,1997-04-01,76.0,1.766,Published before 2000
U10CA031946,9179072,Dihydro-5-azacytidine in malignant mesothelioma. A phase II trial demonstrating activity accompanied by cardiac toxicity. Cancer and Leukemia Group B.,N J Yogelzang;J E Herndon;C Cirrincione;D C Harmon;K H Antman;J M Corson;Y Suzuki;M L Citron;M R Green,1997-06-01,40.0,0.841,Published before 2000
P50CA058223,9184506,Race and mammography use in two North Carolina counties.,M S O'Malley;J A Earp;R P Harris,1997-05-01,77.0,2.881,Published before 2000
P50CA062924,9187111,p16 and K-ras gene mutations in the intraductal precursors of human pancreatic adenocarcinoma.,C A Moskaluk;R H Hruban;S E Kern,1997-06-01,359.0,6.733,Published before 2000
P50CA070907,9187130,FHIT and FRA3B 3p14.2 allele loss are common in lung cancer and preneoplastic bronchial lesions and are associated with cancer-related FHIT cDNA splicing aberrations.,K M Fong;E J Biesterveld;A Virmani;I Wistuba;Y Sekido;S A Bader;M Ahmadian;S T Ong;F V Rassool;P V Zimmerman;G Giaccone;A F Gazdar;J D Minna,1997-06-01,193.0,4.169,Published before 2000
P50CA092629,9190208,Cyclin D1/Cdk4 regulates retinoblastoma protein-mediated cell cycle arrest by site-specific phosphorylation.,L Connell-Crowley;J W Harper;D W Goodrich,1997-02-01,375.0,6.283,Published before 2000
P50CA070907,9192812,Telomerase expression in respiratory epithelium during the multistage pathogenesis of lung carcinomas.,K Yashima;L A Litzky;L Kaiser;T Rogers;S Lam;I I Wistuba;S Milchgrub;S Srivastava;M A Piatyszek;J W Shay;A F Gazdar,1997-06-15,159.0,3.464,Published before 2000
P50CA062924,9193188,Pancreatic carcinoma cell killing via adenoviral mediated delivery of the herpes simplex virus thymidine kinase gene.,M E Rosenfeld;S M Vickers;D Raben;M Wang;L Sampson;M Feng;E Jaffee;D T Curiel,1997-05-01,37.0,0.9,Published before 2000
U01CA069852,9193346,Pharmacokinetic and pharmacodynamic evaluation of the topoisomerase inhibitor irinotecan in cancer patients.,E Gupta;R Mick;J Ramirez;X Wang;T M Lestingi;E E Vokes;M J Ratain,1997-04-01,163.0,4.307,Published before 2000
U54CA118638,9195801,"Knowledge, beliefs, attitudes, and cancer screening among inner-city African-American women.",J F Sung;D S Blumenthal;R J Coates;E Alema-Mensah,1997-06-01,27.0,1.142,Published before 2000
P50CA062924,9207270,Genetic alterations in sporadic and Crohn's-associated adenocarcinomas of the small intestine.,A Rashid;S R Hamilton,1997-07-01,86.0,1.74,Published before 2000
P50CA092629,9212113,Sensitivity and reproducibility in adenoviral infectious titer determination.,C Nyberg-Hoffman;P Shabram;W Li;D Giroux;E Aguilar-Cordova,1997-07-01,168.0,3.277,Published before 2000
U54CA118638,9217035,Racial and urban/rural differences in cervical carcinoma in Georgia Medicaid recipients.,J F Sung;D S Blumenthal;E Alema-Mensah;G A McGrady,1997-07-15,14.0,0.481,Published before 2000
P50CA092629,9218025,Hazard rates for progression after radical prostatectomy for clinically localized prostate cancer.,O Dillioglugil;B D Leibman;M W Kattan;C Seale-Hawkins;T M Wheeler;P T Scardino,1997-07-01,99.0,2.616,Published before 2000
U01CA062487,9219505,Phase II study of pyrazoloacridine in patients with advanced colorectal carcinoma.,M M Zalupski;P A Philip;P LoRusso;A F Shields,1997-01-01,18.0,0.507,Published before 2000
P50CA092629,9223321,Manipulation of T cell costimulatory and inhibitory signals for immunotherapy of prostate cancer.,E D Kwon;A A Hurwitz;B A Foster;C Madias;A L Feldhaus;N M Greenberg;M B Burg;J P Allison,1997-07-22,329.0,5.629,Published before 2000
P50CA062924,9242437,Abrogation of the Rb/p16 tumor-suppressive pathway in virtually all pancreatic carcinomas.,M Schutte;R H Hruban;J Geradts;R Maynard;W Hilgers;S K Rabindran;C A Moskaluk;S A Hahn;I Schwarte-Waldhoff;W Schmiegel;S B Baylin;S E Kern;J G Herman,1997-08-01,507.0,9.421,Published before 2000
U54CA118638,9253552,Is there a difference in hypertensive claim rates among Medicaid recipients?,J F Sung;S Harris-Hooker;E Alema-Mensah;R Mayberry,1997-01-01,6.0,0.206,Published before 2000
P50CA070907,9258601,Antisense regulation of oncogenes in human cancer.,T Mukhopadhyay;J A Roth,1996-01-01,14.0,0.271,Published before 2000
U10CA031946,9269784,Expression of the neural cell adhesion molecule CD56 is associated with short remission duration and survival in acute myeloid leukemia with t(8;21)(q22;q22).,M R Baer;C C Stewart;D Lawrence;D C Arthur;J C Byrd;F R Davey;C A Schiffer;C D Bloomfield,1997-08-15,174.0,4.009,Published before 2000
P50CA092629,9269988,Characterization of prostatic epithelial cell lines derived from transgenic adenocarcinoma of the mouse prostate (TRAMP) model.,B A Foster;J R Gingrich;E D Kwon;C Madias;N M Greenberg,1997-08-15,422.0,8.063,Published before 2000
P50CA062924,9269998,Association between CpG island methylation and microsatellite instability in colorectal cancer.,N Ahuja;A L Mohan;Q Li;J M Stolker;J G Herman;S R Hamilton;S B Baylin;J P Issa,1997-08-15,254.0,4.728,Published before 2000
U01CA069912,9269999,"Cytotoxic synergy between flavopiridol (NSC 649890, L86-8275) and various antineoplastic agents: the importance of sequence of administration.",K C Bible;S H Kaufmann,1997-08-15,232.0,4.558,Published before 2000
P50CA062924,9271715,Evidence against genetic anticipation in familial colorectal cancer.,Y Y Tsai;G M Petersen;S V Booker;J A Bacon;S R Hamilton;F M Giardiello,1997-01-01,25.0,0.529,Published before 2000
P50CA058223,9287338,GAS6 mediates adhesion of cells expressing the receptor tyrosine kinase Axl.,P McCloskey;Y W Fridell;E Attar;J Villa;Y Jin;B Varnum;E T Liu,1997-09-12,118.0,2.241,Published before 2000
P50CA062924,9288102,Familial colorectal cancer in Ashkenazim due to a hypermutable tract in APC.,S J Laken;G M Petersen;S B Gruber;C Oddoux;H Ostrer;F M Giardiello;S R Hamilton;H Hampel;A Markowitz;D Klimstra;S Jhanwar;S Winawer;K Offit;M C Luce;K W Kinzler;B Vogelstein,1997-09-01,500.0,9.315,Published before 2000
P50CA092629,9307074,Transendothelial migration induces rapid expression on neutrophils of granule-release VLA6 used for tissue infiltration.,E Roussel;M C Gingras,1997-09-01,25.0,0.458,Published before 2000
